title,authors,publish_date,journal_name,doi,citations
Relationship Factors and Trajectories of Intimate Partner Violence among South African Women during Pregnancy and the Postpartum Period,"Allison K. Groves, H. Luz McNaughton-Reyes, Vangie A. Foshee, Dhayendre Moodley, Suzanne Maman",published 30 Sep 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0106829,15
Catastrophic health expenditures arising from out-of-pocket payments: Evidence from South African income and expenditure surveys,"Steven F. Koch, Naomi Setshegetso",published 11 Aug 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0237217,22
Better Antiretroviral Therapy Outcomes at Primary Healthcare Facilities: An Evaluation of Three Tiers of ART Services in Four South African Provinces,"Geoffrey Fatti, Ashraf Grimwood, Peter Bock",published 21 Sep 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0012888,103
Effects of an eastward shift in the Agulhas retroflection region on chlorophyll-a bloom on its south flank,"Xiaoqi Ding, Hao Shen, Jialong Sun, Linfei Bai, Lin Peng, Haibin LÜ",published 27 Mar 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0281766,1
"Bovine Tuberculosis at the Wildlife-Livestock-Human Interface in Hamer Woreda, South Omo, Southern Ethiopia","Rea Tschopp, Abraham Aseffa, Esther Schelling, Stefan Berg, Elena Hailu, Endalamaw Gadisa, Meseret Habtamu, Kifle Argaw, Jakob Zinsstag",published 17 Aug 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0012205,45
Common predators and factors influencing their abundance in,"Herieth H. Mahenge, Letus L. Muyaga, Joel D. Nkya, Khamis S. Kifungo, Najat F. Kahamba, Halfan S. Ngowo, Emmanuel W. Kaindoa",published 26 Jun 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0287655,0
Revealed willingness-to-pay versus standard cost-effectiveness thresholds: Evidence from the South African HIV Investment Case,"Gesine Meyer-Rath, Craig van Rensburg, Bruce Larson, Lise Jamieson, Sydney Rosen",published 26 Oct 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0186496,40
Prevalence and factors associated with physical function limitation in older West African people living with HIV,"Charlotte Bernard, Hélène Font, Zélica Diallo, Richard Ahonon, Judicaël Malick Tine, Franklin Abouo, Aristophane Tanon, Eugène Messou, Moussa Seydi, François Dabis, Nathalie de Rekeneire, The IeDEA West Africa Cohort Collaboration",published 22 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0240906,7
Associations of perceived neighbourhood safety from traffic and crime with overweight/obesity among South African adults of low-socioeconomic status,"Pasmore Malambo, Anniza De Villiers, Estelle V. Lambert, Thandi Puoane, Andre P. Kengne",published 31 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0206408,16
Using iterative learning to improve understanding during the informed consent process in a South African psychiatric genomics study,"Megan M. Campbell, Ezra Susser, Sumaya Mall, Sibonile G. Mqulwana, Michael M. Mndini, Odwa A. Ntola, Mohamed Nagdee, Zukiswa Zingela, Stephanus Van Wyk, Dan J. Stein",published 29 Nov 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0188466,47
Chimpanzee Malaria Parasites Related to,"Linda Duval, Eric Nerrienet, Dominique Rousset, Serge Alain Sadeuh Mba, Sandrine Houze, Mathieu Fourment, Jacques Le Bras, Vincent Robert, Frederic Ariey",published 13 May 2009,PLOS ONE,https://doi.org/10.1371/journal.pone.0005520,64
"Chikungunya Virus Infection of Cell Lines: Analysis of the East, Central and South African Lineage","Nitwara Wikan, Prirayapak Sakoonwatanyoo, Sukathida Ubol, Sutee Yoksan, Duncan R. Smith",published 27 Jan 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0031102,81
"Not All Are Lost: Interrupted Laboratory Monitoring, Early Death, and Loss to Follow-Up (LTFU) in a Large South African Treatment Program","Aima A. Ahonkhai, Farzad Noubary, Alison Munro, Ruth Stark, Marisa Wilke, Kenneth A. Freedberg, Robin Wood, Elena Losina",published 12 Mar 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0032993,34
Eurasian back-migration into Northeast Africa was a complex and multifaceted process,"Rickard Hammarén, Steven T. Goldstein, Carina M. Schlebusch",published 08 Nov 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0290423,1
Hypertension in older adults in Africa: A systematic review and meta-analysis,"William Kofi Bosu, Siobhan Theresa Reilly, Justice Moses Kwaku Aheto, Eugenio Zucchelli",published 05 Apr 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0214934,93
Regional patterns of diachronic technological change in the Howiesons Poort of southern Africa,"Manuel Will, Nicholas J. Conard",published 17 Sep 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0239195,9
"Geographic Information Systems, spatial analysis, and HIV in Africa: A scoping review","Danielle C. Boyda, Samuel B. Holzman, Amanda Berman, M. Kathyrn Grabowski, Larry W. Chang",published 03 May 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0216388,40
Threat of COVID-19 and emotional state during quarantine: Positive and negative affect as mediators in a cross-sectional study of the Spanish population,"María del Carmen Pérez-Fuentes, María del Mar Molero Jurado, África Martos Martínez, Jose Jesús Gázquez Linares",published 25 Jun 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0235305,114
Perspectives on linkage to care for patients diagnosed with HIV: A qualitative study at a rural health center in South Western Uganda,"Mark Opio, Florence Akello, Doreen Kagina Twongyeirwe, David Opio, Juliet Aceng, Jane Kasozi Namagga, Jerome Kahuma Kabakyenga",published 03 Mar 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0263864,2
Prevalence of pathogenic trypanosome species in naturally infected cattle of three sleeping sickness foci of the south of Chad,"Joël Vourchakbé, Arnol Auvaker Zebaze Tiofack, Sartrien Tagueu Kante, Padja Abdoul Barka, Gustave Simo",published 30 Dec 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0279730,1
A scoping review protocol of the lived experiences of doing a PhD in Africa,"Oluwatomilayo Omoya, Udeme Samuel Jacob, Olumide A. Odeyemi, Omowale A. Odeyemi",published 06 Sep 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0290701,0
Rheumatic heart disease awareness in the South West region of Cameroon: A hospital based survey in a Sub-Saharan African setting,"Clovis Nkoke, Engelbert Bain Luchuo, Ahmadou Musa Jingi, Christelle Makoge, Ba Hamadou, Anastase Dzudie",published 25 Sep 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0203864,27
Point-of-Care CD4 Testing to Inform Selection of Antiretroviral Medications in South African Antenatal Clinics: A Cost-Effectiveness Analysis,"Andrea L. Ciaranello, Landon Myer, Kathleen Kelly, Sarah Christensen, Kristen Daskilewicz, Katie Doherty, Linda-Gail Bekker, Taige Hou, Robin Wood, Jordan A. Francke, Kara Wools-Kaloustian, Kenneth A. Freedberg, Rochelle P. Walensky",published 10 Mar 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0117751,12
Epidemiology of tuberculous lymphadenitis in Africa: A systematic review and meta-analysis,"Daniel Mekonnen, Awoke Derbie, Andargachew Abeje, Abebe Shumet, Endalkachew Nibret, Fantahun Biadglegne, Abaineh Munshae, Kidist Bobosha, Liya Wassie, Stefan Berg, Abraham Aseffa",published 19 Apr 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0215647,22
"Household food insecurity and associated factors in South Ari district, Southern Ethiopia: A community-based cross-sectional study","Temesgen Mohammed Toma, Kassahun Tamene Andargie, Rahel Abera Alula, Bahiru Mulatu Kebede, Mintesinot Melka Gujo",published 12 Apr 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0284252,3
Prevalence of unintended pregnancy and its associated factors: Evidence from six south Asian countries,"Alamgir Sarder, Sheikh Mohammed Shariful Islam, Maniruzzaman, Ashis Talukder, Benojir Ahammed",published 01 Feb 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0245923,34
The effect of explicit convection on simulated malaria transmission across Africa,"Joshua Talib, Abayomi A. Abatan, Remy HoekSpaans, Edmund I. Yamba, Temitope S. Egbebiyi, Cyril Caminade, Anne Jones, Cathryn E. Birch, Oladapo M. Olagbegi, Andrew P. Morse",published 16 Apr 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0297744,0
An analysis of retrospective and repeat prospective reports of adverse childhood experiences from the South African Birth to Twenty Plus cohort,"Sara N. Naicker, Shane A. Norris, Musawenkosi Mabaso, Linda M. Richter",published 26 Jul 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0181522,59
"Genomic characterization of SARS-CoV-2 in Guinea, West Africa","Mamadou Saliou Sow, Josue Togo, Lacy M. Simons, Souleymane Taran Diallo, Mohamed Lamine Magassouba, Mamadou Bhoye Keita, Anou Moise Somboro, Youssouf Coulibaly, Egon A. Ozer, Judd F. Hultquist, Robert Leo Murphy, Almoustapha Issiaka Maiga, Mamoudou Maiga, Ramon Lorenzo-Redondo",published 06 Mar 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0299082,0
"Economic development, weather shocks and child marriage in South Asia: A machine learning approach","Stephan Dietrich, Aline Meysonnat, Francisco Rosales, Victor Cebotari, Franziska Gassmann",published 01 Sep 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0271373,2
Predictors of in-hospital mortality among under-five children with severe acute malnutrition in South-Western Uganda,"Timothy Nduhukire, Daniel Atwine, Luwaga Rachel, Joseph E. Byonanebye",published 26 Jun 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0234343,10
"Seroprevalence of Yellow fever, Chikungunya, and Zika virus at a community level in the Gambella Region, South West Ethiopia","Getahun Asebe, Daniela Michlmayr, Gezahegne Mamo, Woldaregay Erku Abegaz, Adugna Endale, Girmay Medhin, James W. Larrick, Mengistu Legesse",published 08 Jul 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0253953,13
Correction: Combining Free Text and Structured Electronic Medical Record Entries to Detect Acute Respiratory Infections,"Sylvain DeLisle, Brett South, Jill A. Anthony, Ericka Kalp, Adi Gundlapalli, Frank C. Curriero, Greg E. Glass, Matthew Samore, Trish M. Perl",published 11 Jan 2011,PLOS ONE,https://doi.org/10.1371/annotation/8a0d067d-5bf7-4e2e-b7d2-56444560d66d,2
Combining Free Text and Structured Electronic Medical Record Entries to Detect Acute Respiratory Infections,"Sylvain DeLisle, Brett South, Jill A. Anthony, Ericka Kalp, Adi Gundlapallli, Frank C. Curriero, Greg E. Glass, Matthew Samore, Trish M. Perl",published 14 Oct 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0013377,37
"Autochthonous Leptospirosis in South-East Austria, 2004–2012","Martin Hoenigl, Carina Wallner, Franz Allerberger, Friedrich Schmoll, Katharina Seeber, Jasmin Wagner, Thomas Valentin, Ines Zollner-Schwetz, Holger Flick, Robert Krause",published 20 Jan 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0085974,9
Association of a Deletion of,"Marco Matejcic, DongPing Li, Natalie J. Prescott, Cathryn M. Lewis, Christopher G. Mathew, M. Iqbal Parker",published 27 Dec 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0029366,32
Underlying determinants of maternal mortality in a rural South African population with high HIV prevalence (2000–2014): A population-based cohort analysis,B. Tlou,published 13 Sep 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0203830,24
Symptomatic pelvic floor disorders and its associated factors in South-Central Ethiopia,"Eskedar Demissie Beketie, Wubishet Tesfaye Tafese, Zebene Mekonnen Assefa, Fantahun Walle Berriea, Genet Asfaw Tilahun, Bisrat Zeleke Shiferaw, Natnael Eshetu Teke",published 01 Jul 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0254050,16
Cultural Diffusion Was the Main Driving Mechanism of the Neolithic Transition in Southern Africa,"Antonieta Jerardino, Joaquim Fort, Neus Isern, Bernardo Rondelli",published 17 Dec 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0113672,54
Deciphering the Prokaryotic Community and Metabolisms in South African Deep-Mine Biofilms through Antibody Microarrays and Graph Theory,"Yolanda Blanco, Luis A. Rivas, Antonio García-Moyano, Jacobo Aguirre, Patricia Cruz-Gil, Arantxa Palacín, Esta van Heerden, Víctor Parro",published 22 Dec 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0114180,22
High-Level Cross-Resistance to Didanosine Observed in South African Children Failing an Abacavir- or Stavudine-Based 1,"Kim Steegen, Leon Levin, Irene Ketseoglou, Michelle Bronze, Maria A. Papathanasopoulos, Sergio Carmona, Wendy Stevens",published 09 May 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0097067,7
"Influenza Epidemiology and Vaccine Effectiveness among Patients with Influenza-Like Illness, Viral Watch Sentinel Sites, South Africa, 2005–2009","Genevie M. Ntshoe, Johanna M. McAnerney, Stefano Tempia, Lucille Blumberg, Jocelyn Moyes, Amelia Buys, Dhamari Naidoo, Marietjie Venter, Terry Besselaar, Barry D. Schoub, Bernice N. Harris, Cheryl Cohen",published 15 Apr 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0094681,24
Child support grant expansion and cognitive function among women in rural South Africa: Findings from a natural experiment in the HAALSI cohort,"Rishika Chakraborty, Lindsay C. Kobayashi, Janet Jock, Coady Wing, Xiwei Chen, Meredith Phillips, Lisa Berkman, Kathleen Kahn, Chodziwadziwa Whiteson Kabudula, Molly Rosenberg",published 06 Mar 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0297673,1
Barriers and incentives for conducting research amongst the ophthalmologists in Sub-Sahara Africa,"Kazim A. Dhalla, Micheal Guirguis",published 23 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0197945,17
Virologic response to efavirenz-based first-line antiretroviral therapy in children with previous exposure to antiretrovirals to prevent mother-to-child transmission,"Patience Nyakato, Mary-Ann Davies, Karl-Gunter Technau, Geoffrey Fatti, Helena Rabie, Frank Tanser, Andrew Boulle, Robin Wood, Brian Eley, Shobna Sawry, Janet Giddy, Nosisa Sipambo, Louise Kuhn, Lee Fairlie, for the International epidemiology Database to Evaluate AIDS-Southern Africa (IeDEA-SA) Collaboration",published 29 May 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0233693,0
Antihypertensive treatment and blood pressure trends among South African adults: A repeated cross-sectional analysis of a population panel survey,"Annibale Cois, Rodney Ehrlich",published 01 Aug 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0200606,11
Acute Myocardial Infarction in Sub-Saharan Africa: The Need for Data,"Julian T. Hertz, Joseph M. Reardon, Clarissa G. Rodrigues, Luciano de Andrade, Alexander T. Limkakeng, Gerald S. Bloomfield, Catherine A. Lynch",published 09 May 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0096688,48
Equity of antiretroviral treatment use in high HIV burden countries: Analyses of data from nationally-representative surveys in Kenya and South Africa,"Sizulu Moyo, Peter W. Young, Eleanor Gouws, Inbarani Naidoo, Joyce Wamicwe, Irene Mukui, Kimberly Marsh, Ehimario U. Igumbor, Andrea A. Kim, Thomas Rehle",published 10 Aug 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0201899,5
HIV Knowledge and Associated Factors among Internet-Using Men Who Have Sex with Men (MSM) in South Africa and the United States,"Bradley H. Wagenaar, Patrick S. Sullivan, Rob Stephenson",published 12 Mar 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0032915,50
Remotely Piloted Aircraft Systems as a Rhinoceros Anti-Poaching Tool in Africa,"Margarita Mulero-Pázmány, Roel Stolper, L. D. van Essen, Juan J. Negro, Tyrell Sassen",published 08 Jan 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0083873,244
"Evaluation of a community-based HIV test and start program in a conflict affected rural area of Yambio County, South Sudan","Cecilia Ferreyra, Laura Moretó-Planas, Fara Wagbo Temessadouno, Beatriz Alonso, Buai Tut, Victoria Achut, Mohamed Eltom, Endashaw M. Aderie, Vicente Descalzo-Jorro",published 12 Jul 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0254331,7
Network analysis of regional livestock trade in West Africa,"Valerie C. Valerio, Olivier J. Walther, Marjatta Eilittä, Brahima Cissé, Rachata Muneepeerakul, Gregory A. Kiker",published 14 May 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0232681,35
"A Decline in New HIV Infections in South Africa: Estimating HIV Incidence from Three National HIV Surveys in 2002, 2005 and 2008","Thomas M. Rehle, Timothy B. Hallett, Olive Shisana, Victoria Pillay-van Wyk, Khangelani Zuma, Henri Carrara, Sean Jooste",published 14 Jun 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0011094,113
"Linkage to Care and Treatment for TB and HIV among People Newly Diagnosed with TB or HIV-Associated TB at a Large, Inner City South African Hospital","Yara Voss De Lima, Denise Evans, Liesl Page-Shipp, Antonia Barnard, Ian Sanne, Colin N. Menezes, Annelies Van Rie",published 16 Jan 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0049140,20
“The care is the best you can give at the time”: Health care professionals’ experiences in providing gender affirming care in South Africa,"Sarah Spencer, Talia Meer, Alex Müller",published 12 Jul 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0181132,17
